stream_id,time_end,time_recorded,reading_type,temp_max,temp_avg,temp_min
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 5:45:00,2022-04-22 5:59:11,temperature,19.2,19.093334,18.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 5:45:00,2022-04-22 6:00:26,temperature,19,18.766666,18.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 6:00:00,2022-04-22 6:08:18,temperature,18.9,18.693335,18.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 6:00:00,2022-04-22 6:12:21,temperature,19.1,18.793333,18.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 6:15:00,2022-04-22 6:19:02,temperature,18.5,18.38,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 6:15:00,2022-04-22 6:24:20,temperature,18.5,18.119999,17.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 6:30:00,2022-04-22 6:42:07,temperature,18.3,18.239998,18.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 6:30:00,2022-04-22 6:43:02,temperature,18.2,17.820002,17.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 6:45:00,2022-04-22 6:51:43,temperature,18.4,18.326666,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 6:45:00,2022-04-22 6:52:31,temperature,17.8,17.66,17.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 7:00:00,2022-04-22 7:09:27,temperature,18.4,18.359997,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 7:00:00,2022-04-22 7:06:15,temperature,17.6,17.293333,17.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 7:15:00,2022-04-22 7:20:01,temperature,18.3,18.3,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 7:15:00,2022-04-22 7:22:47,temperature,17.1,16.913332,16.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 7:30:00,2022-04-22 7:39:25,temperature,18.3,18.146667,18
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 7:30:00,2022-04-22 7:37:32,temperature,16.7,16.253334,16
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 7:45:00,2022-04-22 7:52:57,temperature,18,17.953333,17.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 7:45:00,2022-04-22 7:53:06,temperature,16,15.866666,15.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 8:00:00,2022-04-22 8:06:32,temperature,18,17.91333,17.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 8:00:00,2022-04-22 8:12:25,temperature,15.7,15.393334,15.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 8:15:00,2022-04-22 8:30:14,temperature,17.9,17.839998,17.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 8:15:00,2022-04-22 8:25:01,temperature,15.1,14.746668,14.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 8:30:00,2022-04-22 8:37:24,temperature,17.9,17.846668,17.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 8:30:00,2022-04-22 8:43:17,temperature,14.4,14.126666,14
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 8:45:00,2022-04-22 8:56:38,temperature,17.8,17.800001,17.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 8:45:00,2022-04-22 8:59:35,temperature,13.9,13.8,13.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 9:00:00,2022-04-22 9:10:33,temperature,17.7,17.666666,17.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 9:00:00,2022-04-22 9:12:43,temperature,13.6,13.346667,13.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 9:15:00,2022-04-22 9:27:54,temperature,17.6,17.600002,17.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 9:15:00,2022-04-22 9:22:06,temperature,13.2,13.1,13
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 9:30:00,2022-04-22 9:42:52,temperature,17.6,17.600002,17.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 9:30:00,2022-04-22 9:37:29,temperature,13,12.846668,12.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 9:45:00,2022-04-22 9:56:19,temperature,17.6,17.513334,17.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 9:45:00,2022-04-22 9:55:10,temperature,12.8,12.7,12.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 10:00:00,2022-04-22 10:11:38,temperature,17.4,17.366667,17.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 10:00:00,2022-04-22 10:07:50,temperature,12.6,12.446667,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 10:15:00,2022-04-22 10:27:13,temperature,17.3,17.226665,17.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 10:15:00,2022-04-22 10:24:29,temperature,12.4,12.36,12.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 10:30:00,2022-04-22 10:42:33,temperature,17.1,17.033333,17
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 10:30:00,2022-04-22 10:40:30,temperature,12.2,12.179998,12.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 10:45:00,2022-04-22 10:48:13,temperature,16.9,16.899998,16.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 10:45:00,2022-04-22 10:57:03,temperature,12.1,11.886667,11.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 11:00:00,2022-04-22 11:12:38,temperature,16.9,16.893332,16.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 11:00:00,2022-04-22 11:13:27,temperature,11.9,11.846665,11.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 11:15:00,2022-04-22 11:24:41,temperature,16.8,16.773335,16.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 11:15:00,2022-04-22 11:23:02,temperature,12.4,12.173333,12
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 11:30:00,2022-04-22 11:36:58,temperature,16.8,16.713331,16.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 11:30:00,2022-04-22 11:38:21,temperature,12.6,12.580001,12.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 11:45:00,2022-04-22 11:48:32,temperature,16.8,16.800001,16.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 11:45:00,2022-04-22 12:00:34,temperature,12.6,12.600001,12.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 12:00:00,2022-04-22 12:08:34,temperature,16.8,16.800001,16.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 12:00:00,2022-04-22 12:15:43,temperature,12.7,12.626665,12.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 12:15:00,2022-04-22 12:21:50,temperature,16.8,16.800001,16.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 12:15:00,2022-04-22 12:28:37,temperature,12.7,12.699998,12.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 12:30:00,2022-04-22 12:36:58,temperature,16.7,16.699999,16.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 12:30:00,2022-04-22 12:39:07,temperature,12.8,12.760001,12.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 12:45:00,2022-04-22 12:51:49,temperature,16.7,16.606668,16.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 12:45:00,2022-04-22 12:58:21,temperature,12.9,12.833332,12.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 13:00:00,2022-04-22 13:09:16,temperature,16.6,16.580002,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 13:00:00,2022-04-22 13:08:03,temperature,13,12.873335,12.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 13:15:00,2022-04-22 13:16:58,temperature,16.6,16.540003,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 13:15:00,2022-04-22 13:20:52,temperature,12.8,12.800002,12.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 13:30:00,2022-04-22 13:34:36,temperature,16.6,16.566668,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 13:30:00,2022-04-22 13:42:39,temperature,12.8,12.800002,12.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 13:45:00,2022-04-22 13:51:43,temperature,16.5,16.5,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 13:45:00,2022-04-22 13:51:14,temperature,12.8,12.7266655,12.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 14:00:00,2022-04-22 14:07:30,temperature,16.6,16.580002,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 14:00:00,2022-04-22 14:13:20,temperature,12.7,12.586667,12.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 14:15:00,2022-04-22 14:24:24,temperature,16.5,16.466665,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 14:15:00,2022-04-22 14:31:26,temperature,12.5,12.473331,12.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 14:30:00,2022-04-22 14:40:59,temperature,16.4,16.399998,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 14:30:00,2022-04-22 14:39:39,temperature,12.4,12.366667,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 14:45:00,2022-04-22 15:00:48,temperature,16.4,16.326668,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 14:45:00,2022-04-22 14:58:33,temperature,12.4,12.333335,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 15:00:00,2022-04-22 15:02:26,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 15:00:00,2022-04-22 15:06:17,temperature,12.4,12.326666,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 15:15:00,2022-04-22 15:20:00,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 15:15:00,2022-04-22 15:28:14,temperature,12.4,12.399999,12.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 15:30:00,2022-04-22 15:39:33,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 15:30:00,2022-04-22 15:38:19,temperature,12.4,12.320002,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 15:45:00,2022-04-22 15:51:54,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 15:45:00,2022-04-22 15:54:17,temperature,12.4,12.333333,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 16:00:00,2022-04-22 16:07:48,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 16:00:00,2022-04-22 16:10:47,temperature,12.5,12.366668,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 16:15:00,2022-04-22 16:16:58,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 16:15:00,2022-04-22 16:20:58,temperature,12.3,12.26,12.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 16:30:00,2022-04-22 16:32:30,temperature,16.3,16.286669,16.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 16:30:00,2022-04-22 16:43:52,temperature,12.4,12.3133335,12.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 16:45:00,2022-04-22 16:56:51,temperature,16.2,16.199999,16.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 16:45:00,2022-04-22 16:53:49,temperature,12.2,12.179998,12.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 17:00:00,2022-04-22 17:07:32,temperature,16.3,16.280003,16.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 17:00:00,2022-04-22 17:10:47,temperature,12.2,12.186666,12.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 17:15:00,2022-04-22 17:20:02,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 17:15:00,2022-04-22 17:30:37,temperature,12.3,12.260001,12.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 17:30:00,2022-04-22 17:39:02,temperature,16.4,16.399998,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 17:30:00,2022-04-22 17:44:09,temperature,12.3,12.286668,12.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 17:45:00,2022-04-22 17:56:42,temperature,16.5,16.419998,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 17:45:00,2022-04-22 17:52:58,temperature,12.3,12.22,12.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 18:00:00,2022-04-22 18:13:40,temperature,16.5,16.5,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 18:00:00,2022-04-22 18:13:19,temperature,12.2,12.146667,12.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 18:15:00,2022-04-22 18:18:29,temperature,16.5,16.5,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 18:15:00,2022-04-22 18:27:31,temperature,12.2,12.019999,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 18:30:00,2022-04-22 18:41:17,temperature,16.5,16.406664,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 18:30:00,2022-04-22 18:40:12,temperature,11.8,11.800002,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 18:45:00,2022-04-22 18:47:12,temperature,16.4,16.399998,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 18:45:00,2022-04-22 18:53:46,temperature,11.8,11.753333,11.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 19:00:00,2022-04-22 19:04:06,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 19:00:00,2022-04-22 19:05:34,temperature,11.8,11.706665,11.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 19:15:00,2022-04-22 19:25:47,temperature,16.4,16.326666,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 19:15:00,2022-04-22 19:25:08,temperature,11.7,11.619999,11.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 19:30:00,2022-04-22 19:32:31,temperature,16.4,16.399998,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 19:30:00,2022-04-22 19:34:35,temperature,11.8,11.706665,11.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 19:45:00,2022-04-22 19:56:48,temperature,16.4,16.313335,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 19:45:00,2022-04-22 19:49:44,temperature,11.7,11.613334,11.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 20:00:00,2022-04-22 20:02:12,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 20:00:00,2022-04-22 20:14:46,temperature,11.6,11.600001,11.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 20:15:00,2022-04-22 20:28:52,temperature,16.3,16.26,16.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 20:15:00,2022-04-22 20:19:46,temperature,11.7,11.6466675,11.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 20:30:00,2022-04-22 20:39:10,temperature,16.3,16.253334,16.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 20:30:00,2022-04-22 20:38:27,temperature,11.7,11.699998,11.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 20:45:00,2022-04-22 20:57:20,temperature,16.3,16.300001,16.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 20:45:00,2022-04-22 20:57:41,temperature,11.9,11.780001,11.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 21:00:00,2022-04-22 21:14:43,temperature,16.5,16.406664,16.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 21:00:00,2022-04-22 21:14:18,temperature,12,11.913332,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 21:15:00,2022-04-22 21:20:16,temperature,16.7,16.606667,16.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 21:15:00,2022-04-22 21:27:11,temperature,12,11.926666,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 21:30:00,2022-04-22 21:41:11,temperature,17,16.873333,16.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 21:30:00,2022-04-22 21:35:35,temperature,11.9,11.879999,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 21:45:00,2022-04-22 21:53:09,temperature,17.4,17.146667,17.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 21:45:00,2022-04-22 21:51:59,temperature,11.9,11.806668,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 22:00:00,2022-04-22 22:12:47,temperature,17.9,17.75333,17.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 22:00:00,2022-04-22 22:07:12,temperature,12.1,11.933334,11.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 22:15:00,2022-04-22 22:26:05,temperature,18,17.919996,17.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 22:15:00,2022-04-22 22:28:31,temperature,12.3,12.166666,12.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 22:30:00,2022-04-22 22:35:29,temperature,18.4,17.966667,17.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 22:30:00,2022-04-22 22:40:05,temperature,12.7,12.460001,12.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 22:45:00,2022-04-22 22:53:13,temperature,19.5,19.133333,18.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 22:45:00,2022-04-22 22:52:21,temperature,13.1,12.900001,12.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 23:00:00,2022-04-22 23:12:41,temperature,20.1,19.933336,19.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 23:00:00,2022-04-22 23:06:47,temperature,13.6,13.373335,13.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 23:15:00,2022-04-22 23:29:28,temperature,20.9,20.346666,20
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 23:15:00,2022-04-22 23:28:50,temperature,14.2,13.886668,13.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 23:30:00,2022-04-22 23:36:43,temperature,21.7,21.359999,21
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 23:30:00,2022-04-22 23:45:44,temperature,15,14.626666,14.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-22 23:45:00,2022-04-22 23:51:16,temperature,22.3,21.833332,21.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-22 23:45:00,2022-04-22 23:57:22,temperature,15.9,15.653332,15.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 0:00:00,2022-04-23 0:20:05,temperature,22.6,22.333334,22.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-23 0:00:00,2022-04-23 0:06:53,temperature,16.2,15.966666,15.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 0:15:00,2022-04-23 0:20:05,temperature,22.5,22.42857,22.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-23 0:15:00,2022-04-23 0:22:26,temperature,16.6,16.414288,16.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 0:30:00,2022-04-23 0:34:48,temperature,22.3,22.146671,22
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-23 0:30:00,2022-04-23 0:42:01,temperature,17.5,17.026665,16.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 0:45:00,2022-04-23 0:54:12,temperature,22.2,22.099998,21.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-23 0:45:00,2022-04-23 0:50:35,temperature,18.2,17.946667,17.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 1:00:00,2022-04-23 1:07:01,temperature,21.7,20.96667,20.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-23 1:00:00,2022-04-23 1:10:42,temperature,18.5,18.186666,18.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 1:15:00,2022-04-23 1:24:20,temperature,21,20.793331,20.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-04-23 1:15:00,2022-04-23 1:21:44,temperature,18.7,18.453335,18.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-04-23 1:30:00,2022-04-23 1:36:26,temperature,21.4,21.133333,20.8
